owner,repo_name,pull_number,url,commit_sha,commit_message,commit_date,pushed_date,changed_files,total_additions,total_deletions,state,Is_first_commit,pr_create_date,pr_created_date
zenml-io,zenml,3527,https://github.com/zenml-io/zenml/pull/3527,4649020,"Add triggering pipelines mini-tutorial (#3495)

* WIP v1

* Update user guide tutorial on triggering pipelines from external systems

- Corrected the formatting of the instructions for setting up GitHub Secrets, ensuring clarity in the steps provided.
- Improved the readability of the follow-up actions section by breaking a long sentence into two and ensuring proper line endings.

This update aims to enhance user understanding and navigation within the tutorial, providing clearer guidance on integrating external systems with ZenML pipelines.

* WIP Add tutorial on Continuous Integration and Deployment for ML Pipelines

- Introduced a comprehensive tutorial detailing the setup of CI/CD workflows for ML pipelines using ZenML and GitHub Actions. This includes steps for creating development and production stacks, setting up authentication, and configuring GitHub Actions for both CI and CD.
- Updated the Table of Contents to include a new entry for ""Continuous Integration and Deployment,"" enhancing navigation for users seeking guidance on CI/CD practices within ZenML.

This addition aims to provide users with a structured approach to automating testing and deployment, ensuring high-quality models are delivered to production while maintaining reproducibility across environments.

* Update headers

* docs: improve tutorial header styles for consistency

This commit updates the headers in the trigger-pipelines-from-external-systems.md
tutorial to follow a more descriptive, action-oriented style consistent with
other tutorials. Headers now focus on what each section accomplishes rather than
using generic step numbers.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* docs: simplify trigger pipelines tutorial

This commit simplifies the pipeline example in the trigger-pipelines-from-external-systems.md tutorial by:
1. Removing the redundant save_results step since ZenML already handles artifact serialization
2. Updating the train_model step to return the model directly instead of a dictionary
3. Updating the evaluate step to accept the model directly
4. Removing the output_path parameter from the pipeline function

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* docs: update run template usage in pipeline trigger tutorial

This commit updates the trigger-pipelines-from-external-systems.md tutorial with
corrections for the Run Template section, based on verified working code:

1. Improve template creation code to use proper Pipeline ID and run sorting
2. Add detailed example for programmatic template triggering using Python client
3. Clarify that step parameters must be set at the step level in Python client
4. Add note about REST API parameter mapping to step parameters

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* docs: fix REST API template payload in pipeline trigger tutorial

This commit updates the REST API example in the trigger-pipelines-from-external-systems.md tutorial
to use the correct payload format for triggering templates:

1. Changed from using ""pipeline_parameters"" to using step-level parameters
2. Updated the note to clarify that parameters must be specified at the step level
3. Aligned the example with the existing use-templates-rest-api.md documentation

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* Updates to triggers section

* docs: add run template support to custom API tutorial

- Add run template endpoint to Method 2 custom API example
- Update documentation to show both direct pipeline and template execution
- Add advantages of using templates in production
- Keep consistent parameter handling between methods

* add links

* Fix CLI docs formatting

* Remove the continuous integration and deployment tutorial from the user guide. This deletion includes all sections related to setting up CI/CD for ML pipelines using ZenML and GitHub Actions, along with example code and best practices. The content was deemed redundant or outdated.

* docs: enhance trigger pipelines tutorial with run template details

- Added information on creating run templates from existing pipeline runs.
- Included examples for passing configuration files and specifying stacks when using the `create-run-template` command.
- Emphasised best practices for tagging run templates and maintaining parameter stability when triggering pipelines externally.
- Updated security best practices section to include API key usage.

This update aims to improve clarity and usability for users integrating external systems with ZenML pipelines.

* Updates following review

* Expand Method 2 section in pipeline triggering tutorial with detailed implementation steps

This update provides comprehensive instructions for building a custom pipeline trigger API, including code examples, Dockerfile setup, and deployment guidelines.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* Update Method 2 section headings to match Method 1 style

Revised heading structure in the tutorial to maintain consistent style between methods.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* add icon for page

* Add explicit explanation of PIPELINE_API_KEY security purpose

The tutorial now clearly explains that PIPELINE_API_KEY is a security token
to protect API endpoints and emphasizes the importance of using strong,
random keys in production environments.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* Add explicit status codes to FastAPI endpoints

- Add status_code=202 to the /trigger-async endpoint to properly indicate accepted status
- Add status_code=200 to the /trigger endpoint for consistency
- Better aligns API behavior with REST standards

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

* Simplify custom API section in pipeline trigger tutorial

- Remove synchronous /trigger endpoint
- Use only one asynchronous trigger endpoint for better comparison with Method 1
- Update documentation to reflect the API changes
- Streamline the Triggering Pipelines via API section

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

---------

Co-authored-by: Claude <noreply@anthropic.com>
(cherry picked from commit 7ec8c6f2ec18957892191a31c589838a2c44fbe7)",2025-04-10T11:25:45Z,2025-04-10T11:25:45Z,"docs/book/user-guide/toc.md,docs/book/user-guide/tutorial/trigger-pipelines-from-external-systems.md,src/zenml/cli/__init__.py",820,0,MERGED,True,,2025-04-10T11:26:31Z
mattermost,mattermost,30708,https://github.com/mattermost/mattermost/pull/30708,f390b32,"[MM-28762] Fix errcheck issues in jobs.go

- Remove file exception in .golangci.yml
- Handle error from pprof.Lookup(\goroutine\).WriteTo() in HandleJobPanic
- Add appropriate logging for the error case

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-11T07:45:31Z,2025-04-11T07:45:31Z,"server/.golangci.yml,server/channels/jobs/jobs.go",4,2,MERGED,True,,2025-04-11T07:45:56Z
obophenotype,uberon,3508,https://github.com/obophenotype/uberon/pull/3508,c766ce4,"Remove incorrect 'part_of conus arteriosus' relationship from uterine tube structures

Removed the incorrect relationship 'part_of UBERON:0003983 \! conus arteriosus' from:
- UBERON:0007181 (serosa of infundibulum of uterine tube)
- UBERON:0007182 (muscle layer of infundibulum of uterine tube)

These uterine tube structures were incorrectly related to the heart structure, which has now been fixed.

Signed-off-by: Chris Mungall <cjm@berkeleybop.org>",2025-04-23T22:45:48Z,2025-04-23T22:48:29Z,src/ontology/uberon-edit.obo,0,2,MERGED,True,,2025-04-23T22:48:47Z
obophenotype,uberon,3508,https://github.com/obophenotype/uberon/pull/3508,45d4ba5,"Fixed issue #2911: removed erroneous part_of relationships between conus arteriosus and uterine tube structures

The terms UBERON:0007181 (serosa of infundibulum of uterine tube) and UBERON:0007182 (muscle layer of infundibulum of uterine tube) incorrectly had part_of relationships to UBERON:0003983 (conus arteriosus), which is a cardiac structure. This commit removes these incorrect relationships.

Signed-off-by: @dragon-ai-agent",2025-04-23T22:48:29Z,2025-04-23T22:48:29Z,src/ontology/uberon-edit.obo,2,0,MERGED,True,,2025-04-23T22:48:47Z
vfarcic,crossplane-sql,144,https://github.com/vfarcic/crossplane-sql/pull/144,7f9d53d,Claude,2025-04-17T23:36:06Z,2025-04-17T23:36:06Z,".gitignore,CLAUDE.md,dot.nu,examples/aws.md,examples/diag-aws.md,prompts/diagram.md",132,101,MERGED,True,,2025-04-17T23:37:42Z
yumemi-inc,Tart,111,https://github.com/yumemi-inc/Tart/pull/111,4379672,refactor: replace dispatch pattern with transaction for atomic state updates,2025-04-15T07:06:33Z,2025-04-15T07:08:37Z,"tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreImpl.kt,tart-core/src/commonMain/kotlin/io/yumemi/tart/core/StoreScope.kt",162,78,MERGED,True,,2025-04-15T07:09:56Z
yumemi-inc,Tart,111,https://github.com/yumemi-inc/Tart/pull/111,cf50007,Fix test,2025-04-15T07:07:57Z,2025-04-15T07:08:37Z,"tart-core/src/commonTest/kotlin/io/yumemi/tart/core/FlowCollectUseCaseTest.kt,tart-core/src/commonTest/kotlin/io/yumemi/tart/core/ServiceWrapperUseCaseTest.kt,tart-core/src/commonTest/kotlin/io/yumemi/tart/core/StoreStateCoroutineScopeTest.kt",9,22,MERGED,True,,2025-04-15T07:09:56Z
yumemi-inc,Tart,111,https://github.com/yumemi-inc/Tart/pull/111,5db066b,Add test,2025-04-15T07:08:37Z,2025-04-15T07:08:37Z,"tart-core/src/commonTest/kotlin/io/yumemi/tart/core/EventStreamUseCaseTest.kt,tart-core/src/commonTest/kotlin/io/yumemi/tart/core/WebSocketUseCaseTest.kt",566,0,MERGED,True,,2025-04-15T07:09:56Z
yumemi-inc,Tart,111,https://github.com/yumemi-inc/Tart/pull/111,9d3a351,Update README,2025-04-15T07:25:08Z,2025-04-15T07:25:08Z,README.md,10,13,MERGED,False,,2025-04-15T07:09:56Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,06161cb,,2025-04-23T16:47:01Z,2025-04-23T16:47:01Z,Cargo.lock,1325,69,MERGED,True,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,157619d,"Refactor Clover XML parser to use xml-rs instead of serde

Replace serde-based XML parsing with a manual event-based parser using xml-rs in the clover parser.
This provides more control over parsing and better error handling.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-23T17:07:01Z,2025-04-23T17:07:01Z,"Cargo.lock,Cargo.toml,qlty-coverage/Cargo.toml,qlty-coverage/src/parser/clover.rs",130,57,MERGED,True,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,36dc673,"Apply suggestions from code review

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",2025-04-23T17:09:52Z,2025-04-23T17:09:52Z,qlty-coverage/src/parser/clover.rs,10,2,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,e0eedb3,Ubuntu 22.04 (#1966),2025-04-25T16:08:14Z,2025-04-25T16:08:14Z,qlty-check/src/tool/ruby.rs,1,1,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,f85eff1,🚀 Release: v0.517.0,2025-04-25T16:08:14Z,2025-04-25T16:08:14Z,"Cargo.lock,Cargo.toml",22,22,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,a060758,Include Invocation ID in Message diagnostics for improved debugging (#1968),2025-04-25T16:08:14Z,2025-04-25T16:08:14Z,qlty-check/src/executor/invocation_result.rs,10,5,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,f569c29,"Add `**/templates/**` to default exclude patterns (#1967)

Often template files _look_ like files of type X but contain syntax that
is invalid making them prone to parse errors",2025-04-25T16:08:14Z,2025-04-25T16:08:14Z,"qlty-cli/src/initializer/templates/qlty.toml,qlty-cli/tests/cmd/init/basic.stdout,qlty-cli/tests/cmd/init/config_based_multiple_versions.stdout,qlty-cli/tests/cmd/init/config_based_version_new.stdout,qlty-cli/tests/cmd/init/config_based_version_old.stdout,qlty-cli/tests/cmd/init/custom_source.stdout,qlty-cli/tests/cmd/init/package_file.stdout,qlty-cli/tests/cmd/init/package_file_gemfile.stdout,qlty-cli/tests/cmd/init/package_file_gemfile_lock.stdout,qlty-cli/tests/cmd/init/package_file_gemfile_with_gemspec.stdout,qlty-cli/tests/cmd/init/package_file_package_json.stdout,qlty-cli/tests/cmd/init/package_file_yarn_lock.stdout,qlty-cli/tests/cmd/init/prefix.stdout,qlty-cli/tests/cmd/init/skip_default_source.stdout",42,28,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,f465d84,"Update qlty-check/src/executor/invocation_result.rs

Co-authored-by: graphite-app[bot] <96075541+graphite-app[bot]@users.noreply.github.com>",2025-04-25T16:39:10Z,2025-04-25T16:42:24Z,qlty-check/src/executor/invocation_result.rs,1,1,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,50b5269,"Update qlty-coverage/src/parser/clover.rs

Co-authored-by: graphite-app[bot] <96075541+graphite-app[bot]@users.noreply.github.com>",2025-04-25T16:42:24Z,2025-04-25T16:42:24Z,qlty-coverage/src/parser/clover.rs,3,7,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,23dff74,"Revert ""Update qlty-coverage/src/parser/clover.rs""

This reverts commit 50b5269aa8f28746a6334c661952f948aacc7f67.",2025-04-25T16:49:42Z,2025-04-25T16:49:42Z,qlty-coverage/src/parser/clover.rs,7,3,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,68801c6,Merge branch 'main' into bh-fix-clover,2025-04-25T16:54:57Z,2025-04-25T16:54:57Z,qlty-check/src/executor/invocation_result.rs,1,0,MERGED,False,,2025-04-23T17:07:24Z
qltysh,qlty,1964,https://github.com/qltysh/qlty/pull/1964,e31302a,,2025-04-25T16:59:07Z,2025-04-25T16:59:07Z,qlty-check/src/executor/invocation_result.rs,0,1,MERGED,False,,2025-04-23T17:07:24Z
mattermost,mattermost,30676,https://github.com/mattermost/mattermost/pull/30676,949cf52,"[MM-28765] Fix errcheck issues in web_hub_test.go

- Add proper error checking for connIndex.Add calls
- Add proper error checking for th.Service.Start calls
- Fix shadow variable issue in TestHubConnIndex
- Fix error handling in benchmark functions

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-09T10:37:12Z,2025-04-09T10:37:12Z,"server/.golangci.yml,server/channels/app/platform/web_hub_test.go",60,27,MERGED,False,,2025-04-09T10:30:01Z
mattermost,mattermost,30676,https://github.com/mattermost/mattermost/pull/30676,2e3038c,Changes as requested,2025-04-11T08:40:44Z,2025-04-11T08:40:44Z,server/channels/app/platform/web_hub_test.go,5,12,MERGED,False,,2025-04-09T10:30:01Z
mattermost,mattermost,30676,https://github.com/mattermost/mattermost/pull/30676,6e1dc4c,Merge branch 'master' into MM-28765_fix_errcheck_issues,2025-04-11T10:30:03Z,2025-04-11T10:30:03Z,"e2e-tests/playwright/lib/src/ui/components/channels/center_view.ts,e2e-tests/playwright/specs/functional/channels/scheduled_drafts/create_scheduled_draft.spec.ts,e2e-tests/playwright/specs/functional/channels/search/search_box_suggestions.spec.ts,e2e-tests/playwright/specs/functional/channels/settings/notifications/highlight_without_notification.spec.ts,server/.golangci.yml,server/Makefile,server/channels/api4/bleve.go,server/channels/api4/cluster.go,server/channels/api4/config.go,server/channels/api4/custom_profile_attributes.go,server/channels/api4/custom_profile_attributes_test.go,server/channels/api4/elasticsearch.go,server/channels/api4/license.go,server/channels/api4/system.go,server/channels/app/authorization.go,server/channels/app/authorization_test.go,server/channels/app/custom_profile_attributes.go,server/channels/app/custom_profile_attributes_test.go,server/channels/app/export_test.go,server/channels/app/file_bench_test.go,server/channels/app/license.go,server/channels/app/platform/shared_channel_notifier.go,server/channels/app/plugin_api.go,server/channels/app/plugin_test.go,server/channels/app/properties/property_value.go,server/channels/app/support_packet_test.go,server/channels/store/retrylayer/retrylayer.go,server/channels/store/sqlstore/property_value_store.go,server/channels/store/store.go,server/channels/store/storetest/mocks/PropertyValueStore.go,server/channels/store/storetest/property_value_store.go,server/channels/store/timerlayer/timerlayer.go,server/channels/web/webhook.go,server/channels/wsapi/websocket_handler.go,server/i18n/en.json,server/platform/services/sharedchannel/channelinvite.go,server/platform/services/sharedchannel/channelinvite_test.go,server/platform/services/sharedchannel/service_api.go,server/public/model/config.go,server/public/model/custom_profile_attributes.go,server/public/model/custom_profile_attributes_test.go,webapp/.gitignore,webapp/channels/src/actions/views/rhs.test.ts,webapp/channels/src/actions/views/rhs.ts,webapp/channels/src/components/admin_console/admin_definition.tsx,webapp/channels/src/components/admin_console/billing/billing_subscriptions/contact_sales_card.tsx,webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.test.tsx,webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.tsx,webapp/channels/src/components/admin_console/permission_schemes_settings/strings/groups.tsx,webapp/channels/src/components/admin_console/permission_schemes_settings/strings/permissions.tsx,webapp/channels/src/components/admin_console/schema_admin_settings.scss,webapp/channels/src/components/advanced_text_editor/formatting_bar/formatting_bar.test.tsx,webapp/channels/src/components/advanced_text_editor/formatting_bar/formatting_bar.tsx,webapp/channels/src/components/file_attachment/__snapshots__/file_attachment.test.tsx.snap,webapp/channels/src/components/file_attachment/__snapshots__/filename_overlay.test.tsx.snap,webapp/channels/src/components/file_attachment/file_attachment.tsx,webapp/channels/src/components/file_attachment/filename_overlay.tsx,webapp/channels/src/components/file_search_results/__snapshots__/file_search_result_item.test.tsx.snap,webapp/channels/src/components/file_search_results/file_search_result_item.scss,webapp/channels/src/components/file_search_results/file_search_result_item.tsx,webapp/channels/src/components/new_search/search_box.tsx,webapp/channels/src/components/start_trial_form_modal/start_trial_form_modal.scss,webapp/channels/src/components/suggestion/search_user_provider.tsx,webapp/channels/src/components/user_settings/general/user_settings_general.test.tsx,webapp/channels/src/components/user_settings/general/user_settings_general.tsx,webapp/channels/src/i18n/en.json,webapp/channels/src/sass/components/_files.scss,webapp/channels/src/sass/routes/_admin-console.scss",1935,672,MERGED,False,,2025-04-09T10:30:01Z
