owner,repo_name,C3,pull_number,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,created_at,merged_at,time_to_merge
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/323,323,2025-01-23T03:03:41Z,126,1,1,1,1,462b8c045310dbbced81a9496da10ef426eb27da,780b1275a3d95434b0b676acb2a3c6d304e9fc07,0d1d1cfaa0c29a518ebba0ced0066b95deec8cc0,462b8c045310dbbced81a9496da10ef426eb27da,toyamarinyon,MERGED,2025-01-23T03:03:41Z,2025-01-23T03:32:07Z,0:28:26
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/766,766,2025-04-24T09:59:31Z,126,1,12,129,45,771a884ac7c3fee1185bab1149f8ee8e3680c119,7a9236985c0bd48a901c8cd931b00e4a4c46fad9,cebd00883e05f9f5e0cbd5076e934b2923c96bc5,771a884ac7c3fee1185bab1149f8ee8e3680c119,toyamarinyon,MERGED,2025-04-24T09:59:31Z,2025-04-24T13:01:19Z,3:01:48
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/255,255,2024-12-18T12:07:28Z,126,2,2,73,47,597164b005f77d4bdc6ed2ece2023aa3a43b76ff,1e441099c8978b538d5280d47a7532a65fc06ab7,2b8caf0b3cb12384f7c608568e03f87bc9f4ed01,8ba3df0c1654610b02cec74680026950ef80deee,toyamarinyon,MERGED,2024-12-18T12:07:28Z,2024-12-18T12:38:29Z,0:31:01
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/783,783,2025-04-30T00:36:50Z,126,2,6,390,2,311b1590962617dad6e3631d35142cf440e27321,ab98133bb470eb24639cae3de42b65a0d3011481,b21885956e29542dc185eaa038f695a0d1c8881c,8b502a24ae9e9d4287c6ccc46a6d06906750041c,toyamarinyon,MERGED,2025-04-30T00:36:50Z,2025-04-30T01:24:48Z,0:47:58
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/708,708,2025-04-15T00:06:42Z,126,3,5,111,146,2a1af2d7dd890762c7c8716d3333f981761d12ed,072469ccf3f3a7b941c8be9d1dc82eb9a86db4d1,e0ec65c619a7280d509c51912de25f14abfe9196,d472779f879349f529064afe657d460e8465ffd4,toyamarinyon,MERGED,2025-04-15T00:06:42Z,2025-04-15T00:57:39Z,0:50:57
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/472,472,2025-03-18T02:40:15Z,126,3,8,16,16,584ebf3ed4bb31dc246c6eb94b08aafc89521a80,1ba105b3b515e96e2078c648697beba4ec376023,86bdd77fa18fff41a0dbf1f243e219836559baa3,2017cce7b427b5d41ef1626361d95e43893cc7a8,toyamarinyon,MERGED,2025-03-18T02:40:15Z,2025-03-18T03:09:16Z,0:29:01
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/299,299,2025-01-09T05:48:15Z,126,5,30,3114,1,e528d2e2fd196bb4605927a035a790ffe85ed2fb,81eefca87b640581e760ed2ef12f9863cb60ffdc,e46862ee5184fbf27c23573ee0936179d543b3e9,e0b3667650326362c90f4902bcc734da9a5b9bea,toyamarinyon,MERGED,2025-01-09T05:48:15Z,2025-01-14T03:26:28Z,"4 days, 21:38:13"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/109,109,2024-11-19T03:50:51Z,126,1,1,163,126,caefd8fe9601ad7d2c8af1757e4cd1647c5aa558,2930efe2095a5762ca72f77efc3e1b4ea024379b,63d08aa89d8d4063bc3f8ccf8f9df2519b129d1a,caefd8fe9601ad7d2c8af1757e4cd1647c5aa558,toyamarinyon,MERGED,2024-11-19T03:50:51Z,2024-11-19T05:08:30Z,1:17:39
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/239,239,2024-12-16T07:15:49Z,126,2,1,10,1,af8cbb85060db89ce089b48fadaad78db8c36516,c9dab3599f6b1ea3d3865dda024cd9fd947157a7,fe0e1decad2b898ce494c4fcc5d9e998af270ffb,a31c717839c45fbf29215942b9bd4f6ceda5a77d,toyamarinyon,MERGED,2024-12-16T07:15:49Z,2024-12-16T07:37:21Z,0:21:32
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/457,457,2025-03-17T06:03:52Z,126,2,6,93,24,bcc19829330c5810c721a9e66e798681ad7d49eb,9725ffd432f1bf1510e7b2c1cc4f552da2591948,3b93eac2a983d14d80493aa3faae35fe3cb7a5a3,e224274b5f63e43fc810589af41e4195ce845b71,toyamarinyon,MERGED,2025-03-17T06:03:52Z,2025-03-17T06:45:01Z,0:41:09
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/414,414,2025-03-03T00:42:06Z,126,14,24,494,462,e75192864f8dc036bd4661b2253f2114c1db7983,0a39b3346f72e17425f4ea2ad7558d0539ba41f2,5c53b44a04335aee1bf76c068857d4467917cc7e,a7a97c1936183bf4c6037e32ff37dd20cabcaa3d,toyamarinyon,MERGED,2025-03-03T00:42:06Z,2025-03-03T04:41:20Z,3:59:14
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/235,235,2024-12-16T06:18:42Z,126,1,3,32,2,a51dbf2256cb3444b8459dde964c0fc3d6c12a22,fe0e1decad2b898ce494c4fcc5d9e998af270ffb,886a8daccf6559fd0f71480bf29160278fbe5bac,a51dbf2256cb3444b8459dde964c0fc3d6c12a22,toyamarinyon,MERGED,2024-12-16T06:18:42Z,2024-12-16T06:57:34Z,0:38:52
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/204,204,2024-12-11T04:04:39Z,126,2,4,14,0,7ad091622e88eaf3e13c3ffa3be525769f510261,370194fcc19f33f97a9818717374dc8973d45af3,752707f561f45b3c3660565e883e6312c132abb1,2313a19ced21d4d43d9809bdc88eaeb6dbfb692a,toyamarinyon,MERGED,2024-12-11T04:04:39Z,2024-12-11T05:31:51Z,1:27:12
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/258,258,2024-12-19T00:36:09Z,126,9,8,346,571,cfb1b0789582e9a2f5fd8ba021d608675d28e81a,b713b825ffc8370d89ccbfd5f1377e53c7b881a1,c6822f9c8e27832165e6feb7f3d65d915b1bb4ca,0a50751e456291f86f3877f2491e9ad436c99b5e,toyamarinyon,MERGED,2024-12-19T00:36:09Z,2024-12-19T02:02:55Z,1:26:46
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/737,737,2025-04-18T08:33:27Z,126,3,2,3,10,9231aa949848cb4bcbd5a83a93caee39ecfa1094,c3658a8db5381f2de8e86c65cbcf44fff46ca85d,13853e52a1671689524909b3506f2830a78edfb1,9308461e406f5f0eb925cc72755b769cbc689fea,toyamarinyon,MERGED,2025-04-18T08:33:27Z,2025-04-18T08:45:12Z,0:11:45
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/47,47,2024-10-24T05:55:20Z,126,5,5,130,137,5e83223b323717cde393700b4e4adf8a5ed762a1,930deb6b9306a2627c0907005c4ed58b1cb52f88,a96e9db84f7d28af96700b04e69fe9e679f10f6d,b258fa2da28ed99dc19d611e7a7cbd733b2b4496,toyamarinyon,MERGED,2024-10-24T05:55:20Z,2024-10-24T06:00:47Z,0:05:27
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/250,250,2024-12-18T04:12:48Z,126,2,3,215,81,e70fc503c668d0d51a2127e3698bad4e940b8b13,d4d45c676c4082bb3f2be91fa173b8f7866502d5,cfb83fd51e28a3ce6a37395afa7be57233d4efeb,5692789319173a9dea26865da9c66cd279f48f9b,toyamarinyon,MERGED,2024-12-18T04:12:48Z,2024-12-18T05:00:12Z,0:47:24
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/785,785,2025-04-30T05:33:26Z,126,7,14,247,53,ae77bc764b9e0aa59fc03ed997cd6d511f5c5b56,65adf60f56985bfdc636fdbbb40ccd7bc6c604cb,ab98133bb470eb24639cae3de42b65a0d3011481,065dcbb83864c5eb9665c9403c1470a1bc91905d,toyamarinyon,MERGED,2025-04-30T05:33:26Z,2025-04-30T06:04:45Z,0:31:19
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/254,254,2024-12-18T09:01:20Z,126,5,8,439,54,01bcdb1082264d457b2401193d529ab8c250586a,2b8caf0b3cb12384f7c608568e03f87bc9f4ed01,2ee6165f14282b04a456bdf757ad1d3c9862ccf5,441b0addbcb92907afcab5c0c6200484c343b741,toyamarinyon,MERGED,2024-12-18T09:01:20Z,2024-12-18T12:00:51Z,2:59:31
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/232,232,2024-12-13T13:01:43Z,126,2,5,212,2,2dcc28f5c6968a700bb779e43d4d09300176113e,6b512e5d4a9cd7833c49e54ca4a0b5589e875f31,625faf3d5bf34e094b11602af979217014cba62c,1b7ebbce297f8e62d90d431908483a4d31ba272f,toyamarinyon,MERGED,2024-12-13T13:01:43Z,2024-12-16T00:55:25Z,"2 days, 11:53:42"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/36,36,2024-10-22T06:06:35Z,126,6,6,217,11,d1ea4262caf7834cb204473e39cecae7154e7df6,eb35581150a97578ac675dbac3e2977109023b23,7e8f6c2891a8a17d740b2de2b7de8df5bc154b3f,f8a324bf31ef3ebd721839d25d1994e0324cec9d,toyamarinyon,MERGED,2024-10-22T06:06:35Z,2024-10-23T01:01:59Z,18:55:24
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/584,584,2025-03-31T07:05:16Z,126,6,70,4,9686,7e5672ca0931787977e3b31505c78bf843dc32d5,2d10462f7da3a18d149f7a65156b5e859de34a23,b18fb0896cd7ed1b64390badfb5475c58201178e,ee6fe72b2832da7728d16fb96422fe9f20d8c797,toyamarinyon,MERGED,2025-03-31T07:05:16Z,2025-03-31T12:21:14Z,5:15:58
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/74,74,2024-11-05T07:51:16Z,126,1,2,4,7,2b502ca608417e9bec28f5d8e5d1e3b44065aa68,4bf24f2429e4f2c56ab7e80cdf2fbd613c7b7019,547db38e4a78b497bd8942dbcbf72f3adb1c2d66,2b502ca608417e9bec28f5d8e5d1e3b44065aa68,toyamarinyon,MERGED,2024-11-05T07:51:16Z,2024-11-05T08:31:56Z,0:40:40
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/288,288,2025-01-06T07:01:46Z,126,1,1,1,1,e001420eb847698fe93e7c3249f39d26b002bbad,0aa2a8c657b7623aae97fc6fd8280d69940f42ab,c2e12df4c5fbc42b5cd5107b02fed1cc0048e47e,e001420eb847698fe93e7c3249f39d26b002bbad,toyamarinyon,MERGED,2025-01-06T07:01:46Z,2025-01-06T07:10:53Z,0:09:07
github,github-mcp-server,https://github.com/github/github-mcp-server/pull/356,356,2025-04-28T18:17:16Z,15007,7,4,742,1,9affbc55e9adb27daa0c039fae0d136d9ed9aa88,da2df718273b0508dbc9cf0d3c13ad10d99ad3d1,705b61b8142d9b481ae617d32cf7f8e0cca8c122,8c5af0e555b0c650da4402e5891026fee339947e,ashwin-ant,MERGED,2025-04-28T18:17:16Z,2025-05-13T12:22:43Z,"14 days, 18:05:27"
goodjoblife,GoodJobShare,https://github.com/goodjoblife/GoodJobShare/pull/1322,1322,2024-06-09T15:51:23Z,123,2,6,101,129,8f18051682686d8e8f1ac26d215f9f00c7b61cef,cbb8fc7bf13556962c9761a5629b3c5f929efc87,e2cb2ab13869d2f09c03b5b3129936bb2b6a7be6,af9b6de8b188d88f605fb20de1ac3e388b48bc6a,peteranny,MERGED,2024-06-09T15:51:23Z,2024-06-10T12:45:06Z,20:53:43
google,tensorstore,https://github.com/google/tensorstore/pull/187,187,2024-08-12T15:44:44Z,1412,1,1,27,19,a7782ce61e8d80958db3bcd1daa23a53fab7cedf,1ff2c6781ace074dd5efe4cda3a5f547a34c10a9,1a0135b6df1464a4d4cc1960c43422c2b25f9b92,a7782ce61e8d80958db3bcd1daa23a53fab7cedf,jonathan-marcus,MERGED,2024-08-12T15:44:44Z,2024-08-14T16:59:45Z,"2 days, 1:15:01"
grafana,loki,https://github.com/grafana/loki/pull/13731,13731,2024-08-01T02:45:56Z,25583,24,24,2651,234,78421802b4e14a6ab8672cc69816381982e0cdb4,913e9f93477b5b811fbcf44d0e750f600c9ded69,dff00bd8f26e85ce04edc16a9f43cb32d3691add,391c68359a31e20652a683b73b308d42606902c8,trevorwhitney,MERGED,2024-08-01T02:45:56Z,2024-08-16T19:44:40Z,"15 days, 16:58:44"
grapeot,web_agentic_ai,https://github.com/grapeot/web_agentic_ai/pull/26,26,2025-03-02T02:44:12Z,30,9,14,774,218,5bd224f3331179d7a55b05777f396f1ea71272cc,45a6cec77a57e559efe54f57c73ddcb8310cf80e,b6823799a0ff74f09d7b780e995867c943224012,e67b1d2b36c3b69758e9d094b5d66e6169085377,grapeot,MERGED,2025-03-02T02:44:12Z,2025-03-02T04:33:50Z,1:49:38
grapeot,web_agentic_ai,https://github.com/grapeot/web_agentic_ai/pull/4,4,2025-02-26T03:24:21Z,30,2,2,46,145,0dda672cf0ee325e423f951a6898f3cd5c0fb214,de98239edc07e8e189f1d71100411b2996b8c4e4,94adf7907fc7bf01b2c9693aea59860291dde0ad,fa18df7412ceb4e66a76a2caa79756cb174408fd,grapeot,MERGED,2025-02-26T03:24:21Z,2025-02-26T03:25:20Z,0:00:59
haya14busa,action-bumpr,https://github.com/haya14busa/action-bumpr/pull/52,52,2025-04-06T17:21:18Z,94,1,1,4,4,dbf9f4516fa3fd3c9d9d296c1bcc100c8cbf1a27,f68046dfbee79001a4bc7b4e07fecfb678681c14,1c8ee2b456aa81b24b5c2c21d90d61f131391881,dbf9f4516fa3fd3c9d9d296c1bcc100c8cbf1a27,haya14busa,MERGED,2025-04-06T17:21:18Z,2025-04-06T17:22:30Z,0:01:12
hicommonwealth,commonwealth,https://github.com/hicommonwealth/commonwealth/pull/11320,11320,2025-03-06T19:43:08Z,80,3,1,3,3,d01fe93b2bcc9c3e3bdca460de1cfe1b1b622329,44d469090c9f00d2a17c1146eed5d56e913dda68,dbf6e4759361ad47707ff8cf9fbce207886a06fd,20ed0c9a872cf0f3bf6c9ff28031b5dc2b4bed5f,dillchen,MERGED,2025-03-06T19:43:08Z,2025-03-06T20:35:20Z,0:52:12
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/26,26,2025-04-02T13:13:27Z,23,1,1,4,1,d7e1fc2f4430e8f77bc6479a8c7902b623e80565,be5c643049f94cc9a0ac62dcd5dd26e5010e1459,27dc33f488fadaef780e62a1a7b3257f6132a8ae,d7e1fc2f4430e8f77bc6479a8c7902b623e80565,austinlparker,MERGED,2025-04-02T13:13:27Z,2025-04-02T15:13:23Z,1:59:56
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/3,3,2025-03-21T17:46:08Z,23,1,6,1581,214,1a30895a77933ae15ca55027add2519a25f76fe4,5845afb9445b833a9d124f666f2443508a484bd0,c1328e093596d4682c8e103a9dcf0ebbac077994,1a30895a77933ae15ca55027add2519a25f76fe4,austinlparker,MERGED,2025-03-21T17:46:08Z,2025-03-21T17:56:44Z,0:10:36
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/44,44,2025-04-05T18:50:06Z,23,4,12,418,181,4f4fe00578e807e3d3c42d9902e87a320a470c83,d90fc69049654391c47bef94b96ea5e59abf6b9a,3047543c54cf7df68be297f91fc86127a0483d0a,b15fa78dd78d798a944091e14be6ab5a36f66f62,austinlparker,MERGED,2025-04-05T18:50:06Z,2025-04-05T19:09:55Z,0:19:49
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/54,54,2025-04-06T18:10:07Z,23,3,22,864,626,95ab31a84b1d0b91396f73c725514ddef643d936,58a57efa44b8d04bbf26c9bac7292ac6e832146e,88b68f8462152e39feb5a56a885f502c5cac268f,6a6f1c772f382f7e68ccc037103275ce722a86db,austinlparker,MERGED,2025-04-06T18:10:07Z,2025-04-06T19:58:12Z,1:48:05
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/36,36,2025-04-04T17:30:12Z,23,22,19,2371,343,ecaf4f7c24a8fe20c3a67bfe4e7d4b9a95feee43,f2a93622eb0b4dd8b33186db3587a209380334de,3f0b4541e59963bb9a6568412098dc9d651c2a14,47f414cf35c476967db512a0e7ab6ebcef0eb017,austinlparker,MERGED,2025-04-04T17:30:12Z,2025-04-04T22:08:04Z,4:37:52
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/28,28,2025-04-02T16:52:19Z,23,4,5,480,134,93d0cdb3e9054dae6b378554f91e8d20222a86f4,ffa467a0e70c5a3f9bdbb6749414c0420af61e61,176c51125bec3e60b12e9c80d913f59a0bff17c1,ae4e3e3b2b4c368dbbaf418e052fce88dd1afe22,austinlparker,MERGED,2025-04-02T16:52:19Z,2025-04-03T03:18:40Z,10:26:21
julep-ai,julep,https://github.com/julep-ai/julep/pull/375,375,2024-05-31T05:11:44Z,5478,3,158,2979,5170,9f8ec90a029652c01affdefce61df7876de7a53f,66542e7b944cb01a010bae5a5ee10f8fd3278f71,f9850b5481763ff61d89495cd876c8af70ac4e13,0515bfa1f876253eeb10bedbde8b73c1ad9c3ac6,creatorrr,MERGED,2024-05-31T05:11:44Z,2024-05-31T05:13:47Z,0:02:03
julep-ai,julep,https://github.com/julep-ai/julep/pull/391,391,2024-06-06T21:31:16Z,5478,9,27,1125,403,dfa5637804a199c66950d7e61335b0e139985ff2,67e93c1bc458159839fd98bb2081362e994e8663,639e80ecb4ecff9537a4605c050a9ed43ffbb9f8,da6acca29536f48068c4200e5f558cce44a712d6,creatorrr,MERGED,2024-06-06T21:31:16Z,2024-06-11T06:33:05Z,"4 days, 9:01:49"
kirschbaum-development,commentions,https://github.com/kirschbaum-development/commentions/pull/7,7,2025-02-15T15:35:06Z,68,2,25,530,75,b5e4ed39cb66400838b78af97eda4bac99e50b42,be356f9c880e353f129d0e2838d56041fdf74961,1575039ad0ab77dba2c7daeed7844d711390556f,8ed9084f49efac594257526cc60cbda00928a26b,luisdalmolin,MERGED,2025-02-15T15:35:06Z,2025-02-15T15:36:38Z,0:01:32
liam-hq,liam,https://github.com/liam-hq/liam/pull/1339,1339,2025-04-14T05:13:44Z,4042,1,1,10,2,e0e88fda06b2f403e8e70f8ac2f2bac108053bce,bb4ce9bcc08ec44802c2a401a092786f9753da13,1b26712809d656e60da6f57266eb76f07e2b4b78,e0e88fda06b2f403e8e70f8ac2f2bac108053bce,MH4GF,MERGED,2025-04-14T05:13:44Z,2025-04-14T08:08:00Z,2:54:16
liam-hq,liam,https://github.com/liam-hq/liam/pull/782,782,2025-02-25T09:14:41Z,4042,1,1,1,2,f5abd0023227f40ff4c5f1c0259f2fa5035868ba,48578e8668b85079b18a562055d624454af331c8,61fdb1d58fd643aa0d8b53523473d2033f2135b0,f5abd0023227f40ff4c5f1c0259f2fa5035868ba,MH4GF,MERGED,2025-02-25T09:14:41Z,2025-02-26T00:14:17Z,14:59:36
linkml,linkml-store,https://github.com/linkml/linkml-store/pull/14,14,2024-05-30T07:42:35Z,21,2,4,576,104,ee0b130685e04ee513f1ad8aa1a1fa741d1173c2,c2e8617bf4645bbdfc4169c9ffce72f691ef3c85,14e10be936bf177df11cbba4641f6c4e70a6efea,c608d8250d81a899779193adec046abe226d65b8,cmungall,MERGED,2024-05-30T07:42:35Z,2024-05-30T18:58:44Z,11:16:09
lipas-liikuntapaikat,lipas,https://github.com/lipas-liikuntapaikat/lipas/pull/148,148,2025-03-23T13:42:52Z,74,12,13,2888,42,a9886f194232512083776192972e7e0f8554850d,a2ee332245163fe8cacd3e06ef494e43e42419ec,3a70f2fdf06c6793bdf909d298ba97834f565133,eaedbffc0574b8b1cfd150ffc6df82d50c861c2a,vharmain,MERGED,2025-03-23T13:42:52Z,2025-03-23T13:49:34Z,0:06:42
llun,activities.next,https://github.com/llun/activities.next/pull/95,95,2025-03-05T20:01:48Z,68,8,9,329,24,f7185c00e0326b131113109a158233c240500eec,341eb56acd9e2164d1c39285d5ce123965eed20f,70435e6251d32c454009e83c05b0fa4721ee4bcc,bc76c4267d4dd22f50e9d256e412d8ddf65fde9a,llun,MERGED,2025-03-05T20:01:48Z,2025-03-05T20:39:57Z,0:38:09
llun,activities.next,https://github.com/llun/activities.next/pull/80,80,2025-02-23T18:44:06Z,68,6,6,87,6,1ff7d1f1ff2ba69ecac22b26e443ffc690da873a,0e658f76762e29a4eb73152d1dfef6b86fdf3373,21b084269418795530c04a5c2cdb9037e6d0b3a8,e6cf6818bf249c5acf964dd80f87f0c0ecea1537,llun,MERGED,2025-02-23T18:44:06Z,2025-02-23T18:47:57Z,0:03:51
llun,activities.next,https://github.com/llun/activities.next/pull/73,73,2025-02-01T17:33:11Z,68,11,63,749,867,e8c886c404eb3c79ae3741c9b57c8c4a481f4b17,9eb9611da4d267f54688f699c3e07be2366d5762,102ee05313b3a77e279d4d641e9c9f7abc59010b,000abb0936da3f602846239ea8c54cebe42d8bdd,llun,MERGED,2025-02-01T17:33:11Z,2025-02-01T20:01:23Z,2:28:12
llun,activities.next,https://github.com/llun/activities.next/pull/88,88,2025-03-03T08:20:13Z,68,3,4,56,13,c28bc26aa49bce4faf98ce9fbfb4558d2ad0a81e,5d2cd09ef131c381b52c38936b0d53419f827f06,13f2955bf38cf97544df591478ed14b0da0dc1a0,7b6392e7e8a7f70f09b3ae3eaf594310fd0cc070,llun,MERGED,2025-03-03T08:20:13Z,2025-03-03T08:27:33Z,0:07:20
llun,activities.next,https://github.com/llun/activities.next/pull/93,93,2025-03-04T09:40:57Z,68,5,5,277,25,e7a9064cd7df36317cad68b41f7fce4eb169e873,7a3c8b02bfac3df8aa6ad2351c34db23ff158804,1c192df791c5564a7407b6065274caf3146dc06d,9471c8026773d7c1e8562854a92f5ebde6fae6b8,llun,MERGED,2025-03-04T09:40:57Z,2025-03-04T18:03:17Z,8:22:20
llun,activities.next,https://github.com/llun/activities.next/pull/89,89,2025-03-03T08:55:59Z,68,1,1,67,29,9ecb6ca435a05ee3d72e94dd243adf071746492d,fa356afe55b9d71fb46356354057e1f1440d5c87,5d2cd09ef131c381b52c38936b0d53419f827f06,9ecb6ca435a05ee3d72e94dd243adf071746492d,llun,MERGED,2025-03-03T08:55:59Z,2025-03-03T08:58:21Z,0:02:22
llun,feeds,https://github.com/llun/feeds/pull/428,428,2024-12-14T12:02:39Z,39,5,16,103,59,5446b7745c835cfa0c2231a7a73018c5ad41926d,429ea25b5f63e2a5c4e7d2ce4aff4d4bb0b3baea,ebb242aa826a6abe30e9ba32de9660731b7cb649,1ae76df626073cfb6d740dd3de8cb8d9043ee939,llun,MERGED,2024-12-14T12:02:39Z,2024-12-14T12:09:27Z,0:06:48
llun,feeds,https://github.com/llun/feeds/pull/498,498,2025-03-28T12:31:07Z,39,4,5,5,5,c5e2b5a5f7a045c43892a7e9c349fb6cf0075438,660b32f94f58c54a8211eb3be1be5b52928eab54,442f9cb03dcd48eb62cebfab6a165181f355a620,667eb34044759e355508b75c0ab62f2cbbbae9d9,llun,MERGED,2025-03-28T12:31:07Z,2025-03-28T12:46:44Z,0:15:37
ltwlf,json-diff-ts,https://github.com/ltwlf/json-diff-ts/pull/208,208,2025-03-13T09:10:44Z,135,2,4,269,36,273bcdb49b5eec519c75ec62f4469c18630faccb,4908bb5f946f05b939589fc25fb4594b8ace03f4,1be0f1286958ad17a4375fe409c39083e4c98c47,1882b54aee1433106a63b2f3fba679b54176fcd1,ltwlf,MERGED,2025-03-13T09:10:44Z,2025-03-13T09:32:56Z,0:22:12
ltwlf,json-diff-ts,https://github.com/ltwlf/json-diff-ts/pull/209,209,2025-03-13T09:22:56Z,135,3,7,400,74,273bcdb49b5eec519c75ec62f4469c18630faccb,f8d682ea1b74de110d5235b769fd1e504c60c7f1,1be0f1286958ad17a4375fe409c39083e4c98c47,3cb806a03ffb5e7adfeff5d0f1e9586f685749a0,ltwlf,MERGED,2025-03-13T09:22:56Z,2025-03-13T09:33:20Z,0:10:24
ltwlf,json-diff-ts,https://github.com/ltwlf/json-diff-ts/pull/186,186,2024-10-05T12:02:40Z,135,5,5,68,64,4bf64255c455f05e7075b3fd15d1c2679617b573,1be0f1286958ad17a4375fe409c39083e4c98c47,a5ce802f512a856ab301d9fc53e73912d8c068e1,5e3f193ff463f51189066540583d6a3af3575df5,ltwlf,MERGED,2024-10-05T12:02:40Z,2024-10-05T12:04:07Z,0:01:27
ltwlf,json-diff-ts,https://github.com/ltwlf/json-diff-ts/pull/243,243,2025-04-28T10:27:02Z,135,1,10,107,120,348b674b9a5fce8fa0f3f4bd62768bef90c62430,11956addb98959d0f79ff306940c34dfade9ea23,bbbd45ff0139e666d396f30629b30453c50b2cc6,348b674b9a5fce8fa0f3f4bd62768bef90c62430,ltwlf,MERGED,2025-04-28T10:27:02Z,2025-04-28T10:27:32Z,0:00:30
mainframecomputer,orchestra,https://github.com/mainframecomputer/orchestra/pull/55,55,2025-02-26T16:47:45Z,677,1,1,9,6,8263c6a73245826f58b58b0398d84065176c09c2,c97c0be56aa27a703cc9f0dcd8406a5c05cc0da5,4e003cc93cc90c0d8db02358bd80178727eeed0c,8263c6a73245826f58b58b0398d84065176c09c2,sayakmaity,MERGED,2025-02-26T16:47:45Z,2025-02-27T15:17:04Z,22:29:19
making,yavi,https://github.com/making/yavi/pull/433,433,2025-02-18T07:50:23Z,810,1,2,46,4,3f7e04d147e82d6f0c9f1c2d18b27b49d6b9408e,91b243cf084e4d27344299449d8d189d3805e00d,27fe3abd98270b085cf6bf13e6bb07e9d44b344d,3f7e04d147e82d6f0c9f1c2d18b27b49d6b9408e,making,MERGED,2025-02-18T07:50:23Z,2025-02-18T07:51:45Z,0:01:22
making,yavi,https://github.com/making/yavi/pull/455,455,2025-04-18T01:41:13Z,810,1,17,1141,5,e22e444579a2011c9f5c1456e3c41af76e46d094,1b034bf5cecc4c3ef9afd7988f36212e5daa4462,fa4e217ace99245f47836162d5314ceb62690982,e22e444579a2011c9f5c1456e3c41af76e46d094,making,MERGED,2025-04-18T01:41:13Z,2025-04-18T01:41:19Z,0:00:06
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/29799,29799,2025-01-09T12:30:49Z,32708,1,1,14,14,341b653603a074dc4fb62592861e4eb60d6f78bd,ca439e73f368e54c0733c7ad97e681383b110d4d,e8beefd423382385f188443ee3443f72044121ab,341b653603a074dc4fb62592861e4eb60d6f78bd,hanzei,MERGED,2025-01-09T12:30:49Z,2025-01-10T09:47:21Z,21:16:32
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30418,30418,2025-03-07T14:21:34Z,32708,2,1,8,2,d354f97a4459afd90311cb69614f0ae079a6bd7b,12cbe5e839ac105eea361af510b6df9d632e86eb,b5a4147847d81f17bec55fca9a8516850ce98645,4d09c21c8a700291232577198dba6b4c45b5efea,hanzei,MERGED,2025-03-07T14:21:34Z,2025-03-20T12:15:23Z,"12 days, 21:53:49"
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/27716,27716,2024-07-20T16:55:21Z,32708,1,1,1,1,9aa0e1693c475bc088dedec3670a1efd6275d223,907aadd5daf2e8a3afb8fdc8aa05ea004368cc6a,50b3af38aa1b242ed6a19f2704025926d93386a6,9aa0e1693c475bc088dedec3670a1efd6275d223,hanzei,MERGED,2024-07-20T16:55:21Z,2024-07-23T09:14:51Z,"2 days, 16:19:30"
